# Initial positions of the atoms in units of SIGMA         
# Time of initialization: 19/01/2022 01:41:36 CET        
# first column: Atom number, rest: x,y,z coordinate
   0   -1.8566   -1.8566   -1.8566
   1   -1.3925   -1.3925   -1.8566
   2   -1.8566   -1.3925   -1.3925
   3   -1.3925   -1.8566   -1.3925
   4   -0.9283   -1.8566   -1.8566
   5   -0.4642   -1.3925   -1.8566
   6   -0.9283   -1.3925   -1.3925
   7   -0.4642   -1.8566   -1.3925
   8    0.0000   -1.8566   -1.8566
   9    0.4642   -1.3925   -1.8566
  10    0.0000   -1.3925   -1.3925
  11    0.4642   -1.8566   -1.3925
  12    0.9283   -1.8566   -1.8566
  13    1.3925   -1.3925   -1.8566
  14    0.9283   -1.3925   -1.3925
  15    1.3925   -1.8566   -1.3925
  16   -1.8566   -0.9283   -1.8566
  17   -1.3925   -0.4642   -1.8566
  18   -1.8566   -0.4642   -1.3925
  19   -1.3925   -0.9283   -1.3925
  20   -0.9283   -0.9283   -1.8566
  21   -0.4642   -0.4642   -1.8566
  22   -0.9283   -0.4642   -1.3925
  23   -0.4642   -0.9283   -1.3925
  24    0.0000   -0.9283   -1.8566
  25    0.4642   -0.4642   -1.8566
  26    0.0000   -0.4642   -1.3925
  27    0.4642   -0.9283   -1.3925
  28    0.9283   -0.9283   -1.8566
  29    1.3925   -0.4642   -1.8566
  30    0.9283   -0.4642   -1.3925
  31    1.3925   -0.9283   -1.3925
  32   -1.8566    0.0000   -1.8566
  33   -1.3925    0.4642   -1.8566
  34   -1.8566    0.4642   -1.3925
  35   -1.3925    0.0000   -1.3925
  36   -0.9283    0.0000   -1.8566
  37   -0.4642    0.4642   -1.8566
  38   -0.9283    0.4642   -1.3925
  39   -0.4642    0.0000   -1.3925
  40    0.0000    0.0000   -1.8566
  41    0.4642    0.4642   -1.8566
  42    0.0000    0.4642   -1.3925
  43    0.4642    0.0000   -1.3925
  44    0.9283    0.0000   -1.8566
  45    1.3925    0.4642   -1.8566
  46    0.9283    0.4642   -1.3925
  47    1.3925    0.0000   -1.3925
  48   -1.8566    0.9283   -1.8566
  49   -1.3925    1.3925   -1.8566
  50   -1.8566    1.3925   -1.3925
  51   -1.3925    0.9283   -1.3925
  52   -0.9283    0.9283   -1.8566
  53   -0.4642    1.3925   -1.8566
  54   -0.9283    1.3925   -1.3925
  55   -0.4642    0.9283   -1.3925
  56    0.0000    0.9283   -1.8566
  57    0.4642    1.3925   -1.8566
  58    0.0000    1.3925   -1.3925
  59    0.4642    0.9283   -1.3925
  60    0.9283    0.9283   -1.8566
  61    1.3925    1.3925   -1.8566
  62    0.9283    1.3925   -1.3925
  63    1.3925    0.9283   -1.3925
  64   -1.8566   -1.8566   -0.9283
  65   -1.3925   -1.3925   -0.9283
  66   -1.8566   -1.3925   -0.4642
  67   -1.3925   -1.8566   -0.4642
  68   -0.9283   -1.8566   -0.9283
  69   -0.4642   -1.3925   -0.9283
