# Initial velocities of the atoms in units of ???     
# Time of initialization: 10/01/2022 15:24:59 CET    
# first column: Atom number, rest: x,y,z component
   0   -1.8950    3.4164    1.6527
   1   -1.9360   -0.8590    0.1332
   2   -0.7781   -0.4933   -0.8336
   3   -0.7390   -2.3134   -0.6670
   4    0.9499    1.0678    1.8730
   5    0.2341    0.8287    1.0098
   6   -0.2582   -1.0036    0.5540
   7    0.2588    1.3952   -1.3142
   8    0.5261   -2.8652    0.4627
   9   -1.5893    0.5860    2.5938
  10    0.2920    0.9934   -0.0367
  11   -2.2810   -2.8725    1.0845
  12   -0.3778   -1.7711    0.6141
  13    2.0668    0.2747   -1.4355
  14    0.8262    1.9095   -0.6899
  15   -1.2823   -0.0275   -1.4267
  16   -1.8018    0.9144   -1.3283
  17    0.5561    0.6652   -1.4618
  18    0.9118   -0.0152    0.0414
  19   -2.6024    0.3545    0.0285
  20    1.6415   -2.2130   -0.6242
  21   -1.1265    0.5622   -0.1081
  22    1.6255   -1.0394   -1.3599
  23    1.0968    1.0266   -0.0414
  24   -0.1175    2.1792   -0.0424
  25   -0.4059    1.1463    1.3196
  26   -2.2462    0.6053    0.3786
  27    2.1186    0.4304   -0.6023
  28    1.2323   -2.0107    0.0667
  29   -1.8323   -0.8808    0.1590
  30   -1.9693   -0.3221    0.9630
  31    0.0648   -0.1888    0.0858
  32    1.8770   -0.0101    1.6787
  33   -3.1177    0.8065   -0.7743
  34    2.8871    1.4103   -1.4203
  35   -1.6509    0.7758   -1.1720
  36    0.9678    1.3015   -0.2375
  37   -0.2679    0.7202    1.5831
  38    1.0745    1.2288    2.3511
  39   -1.3318    1.9729   -3.0342
  40    1.3414    0.8821    0.4950
  41    0.8601   -0.2569    1.1127
  42   -0.1403    0.3186   -1.5537
  43   -0.3565   -2.0083   -0.4915
  44   -0.7796   -1.8390    0.3881
  45    0.9510   -2.8573    1.4669
  46    0.9127    0.4602    0.7842
  47    0.5144    0.9865   -2.3097
  48   -3.2110   -0.5985   -0.0378
  49    0.5619    2.3976    0.4075
  50   -1.4696    1.1462    0.8336
  51    0.4151   -2.7372    1.5376
  52    0.0524    0.0852    0.8320
  53   -1.1712   -1.6297    0.3523
  54   -1.1045   -0.7804    1.4038
  55   -0.8879    2.7261    1.1643
  56    0.9154    1.2432    2.5325
  57    2.2758   -0.0950    2.6478
  58    0.6590   -1.4666    0.7720
  59    2.8869    0.9873    0.4529
  60   -1.1287    0.0088    1.1946
  61   -0.1594   -3.3325   -0.7357
  62    1.9909    0.5353    0.8442
  63   -0.8428   -1.8523   -0.4401
  64    0.1933    1.0957   -0.4912
  65    1.5539    0.6085   -1.1058
  66    1.6491    1.2465   -0.1532
  67   -0.1429    2.2125   -1.2812
  68    1.3004    1.3070    2.0725
  69   -0.7135    0.0684   -0.1002
  70   -0.2334   -1.4993   -0.3747
  71   -1.6593    1.5358   -1.7302
  72    1.4364   -2.9387   -1.5451
  73    1.4810   -1.1496   -1.2794
  74    0.8703   -0.6178   -0.4981
  75    2.2238   -3.6366   -0.2350
  76   -2.0577    0.9129   -0.4441
  77   -2.5293   -2.5849   -0.2306
  78   -0.7797   -1.5494   -1.8331
  79   -0.0382   -0.8885   -0.5138
  80   -0.3677   -1.3623    0.2471
  81    2.3000   -0.5855    2.9730
  82   -1.8204    2.1178   -1.2806
  83    2.0376   -0.8388    0.2773
  84   -1.4061    1.2987   -0.0399
  85   -0.0494    1.0000    0.2408
  86    1.7054   -0.6049   -0.9436
  87    2.4246    1.0584    0.4979
  88    1.9349    0.6087   -0.0329
  89    1.0448   -0.2314   -1.3708
  90   -1.3055   -1.5247   -0.5316
  91   -1.2176   -0.0517   -1.4937
  92   -0.9925   -0.8108   -1.1070
  93   -1.3168    1.3497   -0.6573
  94   -2.2080   -0.6349    0.7641
  95   -0.7681    0.3822    0.6331
  96    0.6892   -0.5591    0.0380
  97   -1.5475    0.3681   -0.8357
  98   -0.1625    1.8564    0.0338
  99    0.9766   -0.0682    0.5756
 100    1.8696    0.2097    0.6746
 101   -2.9879    1.1828    0.7391
 102    2.3519   -0.0293    0.3045
 103   -0.8751    0.4696    0.0313
 104   -0.2373    0.3004   -0.4941
 105    0.7865    0.0550   -1.4813
 106    1.0548    0.6917   -0.3425
 107    0.8456    0.2203   -1.3526
